business_id;fuente;external_id;title;description;categoria;tipo_plantilla;municipio;territorio;address;lat;lng;telefono;email;website;es_interior;es_carrito;es_cambiador;es_silla_ruedas;es_mascotas;edad_minima;fecha_inicio;fecha_fin;lugar;price;imagen_url;tipo_evento
;https://turismoa.euskadi.eus/es/restaurantes/asador-san-martin/webtur00-content/es/;;San Martin;Asador situado en el barrio San Martín y con vistas a la playa. Dispone de una carta variada en el que destacan los mariscos, salidos de los viveros propios, el rodaballo salvaje y la chuleta gallega. Además, el local ofrece un menú de degustación y otro menú San Martín.;restauracion;Restauración;Orio;gipuzkoa;Barrio San Martín, s/n;43.28076707095564;-2.1212947368621826;943 580 058;info@asadorsanmartin.com;http://www.asadorsanmartin.com/;True;True;False;True;False;0;2026-06-02;;;0;;
;https://turismoa.euskadi.eus/es/restaurantes/asador-asador-urkiola/webtur00-content/es/;;Urkiola;En el asador Urkiola ubicado en Beasain podremos degustar carnes y pescados de gran calidad con una amplia oferta de carta, sobre todo de carne a la parrilla. Tiene un amplio surtido de postres caseros y una excelente bodega con seleccionadas referencias.;restauracion;Restauración;Beasain;gipuzkoa;Kale Nagusia, 7;43.04729034;-2.19531265;943 086 131;;;False;True;False;False;False;0;2026-06-02;;;0;;
;https://turismoa.euskadi.eus/es/restaurantes/restaurante-astelena/webtur00-content/es/;;Astelena;Está ubicado en la parte vieja de San Sebastián y ofrecen cocina vasca moderna. Ander González dirige un equipo que cuida al máximo las materias primas, la elaboración y las presentaciones. Cuenta con dos comedores, uno para 40 comensales y otro para 80.;restauracion;Restauración;Donostia / San Sebastián;gipuzkoa;Calle Euskal Herria, 3;43.32415624;-1.98247745;943 425 867;info@restauranteastelena.com;https://restauranteastelena.com/;True;True;True;True;False;2;2026-06-02;;;0;;
;https://turismoa.euskadi.eus/es/restaurantes/restaurante-atalaia/webtur00-content/es/;;Atalaia;Dispone de una bodega para acompañar cada plato con el vino que corresponda. La carta está compuesta por platos tradicionales vascos con toques modernos.;restauracion;Restauración;Irun;gipuzkoa;Aritz Ondo, 69 (Centro Comercial Txingudi);43.32238144;-1.83356007;943 629 433;info@hotelatalaia.com;https://hotelatalaia.com/restaurante;True;True;False;True;False;0;2026-06-02;;;0;;
;https://turismoa.euskadi.eus/es/restaurantes/restaurante-azkue/webtur00-content/es/;;Azkue;Los fogones del Restaurante Azkue, en su cuarta generación, esmeran su trabajo para poder ofrecer los aromas y sabores de la tradicional cocina vasca, basados en una materia prima de primera calidad, así como en el cariño y esmero a la hora de elaborarlos. Resulta imprescindible la presencia de los productos de la tierra, las carnes del entorno y los pescados comprados a pie de puerto. Está ubicado a las afueras de Zarautz y dispone de aparcamiento.;restauracion;Restauración;Getaria;gipuzkoa;Alto de Meagas;43.28657468;-2.20608351;943 830 554;;https://hotelazkue.com/restaurante.php;True;True;True;True;False;0;2026-06-02;;;0;;
;https://turismoa.euskadi.eus/es/restaurantes/restaurante-azurmendi/webtur00-content/es/;;Azurmendi;Azurmendi está ubicado en un bello paraje y rodeado de verde . La cocina de su cocinero, Eneko Atxa , ofrece originales propuestas basadas en la cocina vasca que le han hecho merecedor de tres estrellas Michelín. Además del restaurante, el complejo cuenta con una bodega de 2.500 m2 donde producen y almacenan txakolí de primera calidad y que puede visitarse. Cuenta con un salón de 650 m2 para celebraciones, así como con comedores privados y salas de reuniones.;restauracion;Restauración;Larrabetzu;bizkaia;Bº Legina, s/n;43.26057330760114;-2.815940000327153;944 558 359;info@azurmendi.biz;https://azurmendi.restaurant/;True;False;True;True;False;0;2026-06-02;;;0;;
;https://turismoa.euskadi.eus/es/restaurantes/restaurante-baserri-maitea/webtur00-content/es/;;Baserri Maitea;Ubicado en un hermoso caserío del siglo XVIII sobre la Reserva de Urdaibai , ofrece una cocina moderna con base tradicional. Productos de mercado de gran calidad, entre los que destacan pescados y carnes a la brasa . La decoración reproduce al detalle el ambiente rústico de caserío con piezas propias de museo. Trato afable y esmerado servicio. Bodega destacable. Posee jardín y terraza de verano.;restauracion;Restauración;Forua;bizkaia;Atxondo, s/n;43.339609;-2.680343;946 253 408;baserrimaitea@baserrimaitea.com;https://www.baserrimaitea.com/;True;True;True;False;True;0;2026-06-02;;;0;;
;https://turismoa.euskadi.eus/es/restaurantes/restaurante-bedua/webtur00-content/es/;;Bedua;Un lugar indispensable para los amantes de los pescados y carnes a la brasa, siempre bien acompañados con ensaladas de la huerta. Cuenta con un rústico comedor dotado de una decoración clásica y elegante proporcionando sosiego para saborear la cocina tradicional con unos productos elaborados en casa.;restauracion;Restauración;Zumaia;gipuzkoa;Barrio Bedua;43.279111196115;-2.25432157516479;943 860 551;bedua@bedua.es;https://www.bedua.eus/;True;True;True;True;False;0;2026-06-02;;;0;;
;https://turismoa.euskadi.eus/es/restaurantes/restaurante-beltz/webtur00-content/es/;;Beltz;Beltz  está ubicado en la azotea (séptima planta) del THE ARTIST GRAND HOTEL OF ART de Bilbao. El reconocido Chef, Martín Berasategui, con siete estrellas Michelin, está bajo la dirección gastronómica de este nuevo espacio. Su cocina destaca por la constante renovación en combinar la cocina de toda la vida con los recetarios más delicados. Ofrece servicio a la carta (cambio de carta según temporada) y menú degustación.;restauracion;Restauración;Bilbao;bizkaia;Alameda Mazarredo, 61;43.26753037;-2.93374754;944 253 300;reservations@hoteldominebilbao.com;;True;True;False;True;False;0;2026-06-02;;;0;;
;https://turismoa.euskadi.eus/es/restaurantes/restaurante-beti-jai/webtur00-content/es/;;Beti-Jai;Más de treinta años acreditan a este clásico de la Parte Vieja donostiarra . Sus pescados y mariscos constituyen un clásico y cuenta con una amplia carta de vinos de La Rioja y Rivera del Duero y gran surtido de pintxos en la barra.;restauracion;Restauración;Donostia / San Sebastián;gipuzkoa;Fermín Calbetón, 22;43.323312961612686;-1.984512114715244;943 441 944;info@betijaberria.es;https://betijaiberria.eus/;True;True;False;False;False;0;2026-06-02;;;0;;
;https://turismoa.euskadi.eus/es/restaurantes/restaurante-betixu/webtur00-content/es/;;Betixu;Restaurante con amplias terrazas idóneo para disfrutar de la naturaleza. De gran calidad tanto en el servicio como en los productos utilizados para elaborar todas las recetas.;restauracion;Restauración;Iurreta;bizkaia;Iturburu, 9;43.17772937;-2.62707117;944 717 154;newbetixu@gmail.com;http://www.betixu.es/;True;True;True;False;True;0;2026-06-02;;;0;;
;https://turismoa.euskadi.eus/es/restaurantes/restaurante-bideko/webtur00-content/es/;;Bideko;El restaurante Bideko está situado en un antiguo caserío del siglo XVII, en el mismo valle de Ayala. Restaurado hace 17 años respeta la singularidad de toda la estructura de madera y piedra. Combina perfectamente la cocina tradicional vasca con una más innovadora. Tiene muy buena relación calidad-precio.;restauracion;Restauración;Amurrio;araba;Bideko, s/n.;43.02597196407113;-2.9559245873108466;945 890 633;info@restaurantebideko.com;https://restaurantebideko.com/;True;False;True;False;False;0;2026-06-02;;;0;;
;https://turismoa.euskadi.eus/es/restaurantes/restaurante-bodegon-alejandro/webtur00-content/es/;;Bodegón Alejandro;En esta vieja casa de comidas se guisó la culinaria vasca tradicional que inspira el espíritu del Bodegón Alejandro de hoy. Desde el subsuelo de la calle Fermín Calbetón, el Bodegón ha sido testigo de la evolución gastronómica de Donostia en los últimos cincuenta años. Las viejas fotografías que cubren sus paredes transmiten un intenso olor a un tiempo en el que la comida servía más para calentar el estómago que para sorprender al paladar. En la actualidad el Bodegón está adaptando su estética a los nuevos tiempos sin perder un ápice de su viejo encanto al que rinde homenaje a través de unos platos que siguen inspirándose en la cocina popular vasca , que miran al futuro sin perder de vista la tradición y que se basan en el conocimiento y uso de los productos de temporada , que día a día nos surte el mercado.;restauracion;Restauración;Donostia / San Sebastián;gipuzkoa;Fermín Calbetón, 4;43.32364662815975;-1.983324436176304;943 427 158;info@bodegonalejandro.com;https://www.bodegonalejandro.com/;True;False;True;False;False;0;2026-06-02;;;0;;
;https://turismoa.euskadi.eus/es/restaurantes/restaurante-bolina/webtur00-content/es/;;Boliña;Acogedor restaurante de cocina tradicional con especial atención al marisco . La carta recoge otros productos de mercado y el bar de la entrada cuenta con una interesante barra de pintxos . Además de restaurante, Boliña también funciona como hotel.;restauracion;Restauración;Gernika-Lumo;bizkaia;Barrenkale, 3;43.31505089359146;-2.6775049097869896;946 250 300;reservas@hotelbolina.es;https://www.hotelbolina.com/;True;False;True;False;False;0;2026-06-02;;;0;;
;https://turismoa.euskadi.eus/es/restaurantes/restaurante-boroa/webtur00-content/es/;;Boroa;Bello caserío del siglo XV en el que disfrutar de sabrosas recetas basadas en la gastronomía vasca tradicional, pescados a la brasa, el mejor marisco gallego o platos de cocina moderna. Posee hermosas vistas a los montes más importantes de Bizkaia. Cuidada decoración rústica. Cuenta con terraza exterior rodeada de robles. Al frente María Asun Ibarrondo y Javier Gartzia como jefe de cocina.;restauracion;Restauración;Amorebieta-Etxano;bizkaia;Boroa Auzoa. Caserío Garai, 11;43.24060966599207;-2.75297408465576;946 734 747;boroa@boroa.com;https://www.boroa.com/;True;False;False;False;False;0;2026-06-02;;;0;;
;https://turismoa.euskadi.eus/es/restaurantes/restaurante-casa-camara/webtur00-content/es/;;Casa Cámara;Este restaurante de prestigio y larga tradición tiene un comedor acristalado con vistas al puerto pesquero. Cuenta con un vivero natural de langostas y bogavantes en un pozo de agua de mar al que le afectan las mareas. Bajo una decoración típica y un ambiente agradable podremos degustar platos tradicionales vascos realizados con productos de calidad.;restauracion;Restauración;Pasaia;gipuzkoa;San Juan, 79;43.32660183301518;-1.9199864291831543;943 523 699;reservas@casacamara.com;https://www.casacamara.com/;True;True;False;True;False;0;2026-06-02;;;0;;
;https://turismoa.euskadi.eus/es/restaurantes/restaurante-casa-urola/webtur00-content/es/;;Casa Urola;Histórico restaurante ubicado en la parte vieja Donostiarra , fundado en 1956 y regentado desde el verano del 2012 por el cocinero Pablo Loureiro Rodil. Casa Urola también ofrece una barra en la cual poder degustar exquisitos pintxos con el mejor txakolí y una mimada selección de vinos de diferentes denominaciones.;restauracion;Restauración;Donostia / San Sebastián;gipuzkoa;Fermín Calbetón, 20;43.3235403688984;-1.9846194890490096;943 441 371;info@casaurolajatetxea.es;https://casaurolajatetxea.es/;True;True;False;True;False;0;2026-06-02;;;0;;
;https://turismoa.euskadi.eus/es/restaurantes/restaurante-el-mirador-castillo-el-collado/webtur00-content/es/;;El Mirador Castillo El Collado;El restaurante del Hotel Castillo El Collado está ubicado en un coqueto castillo de principios del siglo XX, desde donde se observa todo el entorno de Rioja Alavesa , con el amplio escaparate de viñedos y bodegas de la comarca. Pueden disfrutar de sus cenas y comidas en un ambiente agradable e íntimo, fusionado con la magia del servicio de su chef Javier y reforzado con la excelente oferta culinaria. El restaurante cuenta con tres salones de excepcional belleza, decorados con antiguas cerámicas de estilo árabe y artesanados en sus techos de gran valor artesanal. Cuenta entre sus salones con una amplia y cómoda taberna-bodega, para degustar su cocina tradicional y unas copas de sobremesa en su amplio bar con vistas y terraza en el paseo peatonal de la villa.;restauracion;Restauración;Laguardia;araba;Pº El Collado, 1;42.55572069999999;-2.5849726000000146;945 621 200;hotel@hotelcollado.com;https://hotelcollado.com;True;False;False;False;False;0;2026-06-02;;;0;;
;https://turismoa.euskadi.eus/es/restaurantes/restaurante-chalcha/webtur00-content/es/;;Chalcha;Restaurante fundado en 1945 que ofrece recetas de cocina vasca tradicional acompañada de los mejores caldos. Al frente de los fogones se encuentra la propia dueña. Dispone de comedores privados para comidas o para celebraciones especiales. Buen servicio de mesa y ambiente agradable. Vivero de mariscos.;restauracion;Restauración;Eibar;gipuzkoa;Isasi, 7;43.18379656;-2.47409919;943 201 126;xumuxua@xumuxua.com;;True;False;False;True;False;0;2026-06-02;;;0;;
;https://turismoa.euskadi.eus/es/restaurantes/restaurante-conde-de-alava/webtur00-content/es/;;Conde de Álava;Inaugurado hace más de veinte años, el restaurante Conde de Álava se ha convertido en un lugar ideal para almuerzos de trabajo y reuniones de empresa debido a su estratégica localización junto a la Avenida de Gasteiz, una de las principales arterias de la capital alavesa, y muy cerca del Palacio de Congresos y Exposiciones Europa. Este restaurante, que a su vez dista escasos minutos del centro de la ciudad , dispone de amplias instalaciones donde pueden celebrarse todo tipo de banquetes, así como de salones privados. Por otro lado, los comensales podrán elegir de entre una variada carta, excelentes platos de la cocina tradicional vasca elaborados siempre con los mejores productos. Además, el restaurante Conde de Álava pone a disposición de sus clientes menús especiales para grupos.;restauracion;Restauración;Vitoria-Gasteiz;araba;Cruz Blanca, 8;42.85280473;-2.67971318;945 225 040;info@condedealava.com;http://www.condedealava.com/;True;False;True;True;False;2;2026-06-02;;;0;;
;https://turismoa.euskadi.eus/es/restaurantes/restaurante-egana/webtur00-content/es/;;Egaña;Comedor con acceso directo y ciudado montaje. Tiene capacidad para 134 personas.;restauracion;Restauración;Lekeitio;bizkaia;Antiguako Ama, 2;43.36611531085625;-2.503588773942571;946 840 103;info@eganarestaurante.com;https://www.eganarestaurante.com/;True;True;False;True;False;2;2026-06-02;;;0;;
;https://turismoa.euskadi.eus/es/restaurantes/restaurante-zumeltzegi/webtur00-content/es/;;Zumeltzegi;Ubicado en el edificio que albergó la última sidrería-carbonería de San Sebastián, recoge las recetas tradicionales de la cocina vasca. En su excelente oferta de pescados destaca la Merluza a la Koskera. Decorado al estilo de los antiguos caseríos, conserva el muro de piedra de la época de la reconstrucción de la ciudad tras el incendio de 1813. A la entrada, en el bar, amplia variedad de pintxos y brochetas de pescado, marisco y carne.;restauracion;Restauración;Donostia / San Sebastián;gipuzkoa;Fermín Calbetón, 15;43.32329456;-1.98430013;943 970 153;;http://www.restaurantezumeltzegidonostia.com;True;True;False;True;False;2;2026-06-02;;;0;;
;https://turismoa.euskadi.eus/es/restaurantes/restaurante-el-medoc-alaves/webtur00-content/es/;;El Medoc Alavés;Restaurante del Hotel Villa de Laguardia que ofrece recetas de cocina vasca modernizada y acompañadas de los mejores caldos. Al frente de los fogones se encuentra el consagrado Jokin de Agirre, del Grupo Eurotoques, ayudado por Juan Antonio Gómez. Posee comedor para banquetes y ofrece menús especiales de empresa, degustación o para celebraciones especiales. Dispone de aparcamiento propio con servicio de aparcacoches.;restauracion;Restauración;Laguardia;araba;Pº San Raimundo, 15;42.549036960984246;-2.580686014819321;945 600 560;reservas@hotelvilladelaguardia.com;https://www.hotelvilladelaguardia.com;True;True;False;True;False;0;2026-06-02;;;0;;
